number_of_veterans_by_income_category,population,start_date,end_date,question,status,count
Number of veterans not yet required to have an annual assessment,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,27
Number of veterans not yet required to have an annual assessment,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,7
Number of veterans without required annual assessment,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_start,52
Total Veterans,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_annual_assessment_stayers,45
Total Veterans,veterans,2021-04-01,2021-04-30,Q25f,number_of_veterans_at_exit_leavers,7
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,3
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Only Other Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,20
Veterans with Only Other Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,10
Veterans with Only Other Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Both Earned and Other Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Both Earned and Other Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,32
Veterans with No Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Veterans with No Income,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,4
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,26
Number of veterans not yet required to have an annual assessment,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,11
Number of veterans without required annual assessment,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_start,55
Total Veterans,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,49
Total Veterans,veterans,2021-05-01,2021-05-31,Q25f,number_of_veterans_at_exit_leavers,6
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,5
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,3
Veterans with Only Other Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,20
Veterans with Only Other Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,10
Veterans with Only Other Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,5
Veterans with Both Earned and Other Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Both Earned and Other Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,30
Veterans with No Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Veterans with No Income,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,8
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,18
Number of veterans not yet required to have an annual assessment,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,9
Number of veterans without required annual assessment,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_start,55
Total Veterans,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,39
Total Veterans,veterans,2021-06-01,2021-06-30,Q25f,number_of_veterans_at_exit_leavers,16
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,5
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Only Other Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,18
Veterans with Only Other Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,11
Veterans with Only Other Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Both Earned and Other Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,0
Veterans with Both Earned and Other Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,31
Veterans with No Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Veterans with No Income,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,6
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,1
Veterans with Missing Income Information,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,25
Number of veterans not yet required to have an annual assessment,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,10
Number of veterans without required annual assessment,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_start,55
Total Veterans,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,48
Total Veterans,veterans,2021-07-01,2021-07-31,Q25f,number_of_veterans_at_exit_leavers,7
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,5
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Only Other Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,22
Veterans with Only Other Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,11
Veterans with Only Other Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,4
Veterans with Both Earned and Other Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,2
Veterans with Both Earned and Other Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,37
Veterans with No Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Veterans with No Income,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,5
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,1
Veterans with Missing Income Information,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,1
Number of veterans not yet required to have an annual assessment,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,29
Number of veterans not yet required to have an annual assessment,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,14
Number of veterans without required annual assessment,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_start,67
Total Veterans,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,56
Total Veterans,veterans,2021-08-01,2021-08-31,Q25f,number_of_veterans_at_exit_leavers,11
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_start,5
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Only Other Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_start,23
Veterans with Only Other Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,11
Veterans with Only Other Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_exit_leavers,3
Veterans with Both Earned and Other Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_start,2
Veterans with Both Earned and Other Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Both Earned and Other Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_start,46
Veterans with No Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Veterans with No Income,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_exit_leavers,10
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2021-09-01,2021-09-30,Q25f,number_of_veterans_at_exit_leavers,0
