number_of_adults_by_income_category,population,start_date,end_date,question,status,count
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,373
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,1141
Total Adults,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,933
Total Adults,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,208
1 or More Source of Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,499
1 or More Source of Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,47
1 or More Source of Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,75
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,214
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,25
Adults with Only Other Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,218
Adults with Only Other Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,39
Adults with Only Other Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,23
Adults with Both Earned and Other Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,27
Adults with Both Earned and Other Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,697
Adults with No Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,115
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,40
Adults with Missing Income Information,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,3
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,590
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,383
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,1203
Total Adults,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,1033
Total Adults,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,170
1 or More Source of Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,514
1 or More Source of Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,48
1 or More Source of Income,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,63
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_annual_assessment_stayers,60
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-11-01,2021-11-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,225
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,36
Adults with Only Other Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,241
Adults with Only Other Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,38
Adults with Only Other Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,34
Adults with Both Earned and Other Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,29
Adults with Both Earned and Other Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,7
Adults with No Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,745
Adults with No Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,14
Adults with No Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,119
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,3
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,46
Adults with Missing Income Information,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,6
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,649
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,384
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,1294
Total Adults,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,1092
Total Adults,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,202
1 or More Source of Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,552
1 or More Source of Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,46
1 or More Source of Income,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,81
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-12-01,2021-12-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,222
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,40
Adults with Only Other Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,242
Adults with Only Other Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,39
Adults with Only Other Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,30
Adults with Both Earned and Other Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,34
Adults with Both Earned and Other Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,746
Adults with No Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,14
Adults with No Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,105
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,3
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,1
Adults with Missing Income Information,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,42
Adults with Missing Income Information,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,664
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,384
Number of Adult Stayers without Required Annual Assessment,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,1293
Total Adults,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,1110
Total Adults,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,183
1 or More Source of Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,557
1 or More Source of Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,49
1 or More Source of Income,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,80
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_annual_assessment_stayers,62
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2022-01-01,2022-01-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_start,222
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_exit_leavers,24
Adults with Only Other Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_start,250
Adults with Only Other Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_annual_assessment_stayers,36
Adults with Only Other Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_exit_leavers,21
Adults with Both Earned and Other Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_start,32
Adults with Both Earned and Other Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with Both Earned and Other Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_exit_leavers,5
Adults with No Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_start,763
Adults with No Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_annual_assessment_stayers,14
Adults with No Income,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_exit_leavers,99
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_start,46
Adults with Missing Income Information,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2022-02-01,2022-02-28,Q18,number_of_adults_at_start,0
